date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:11:50	11313/11313	---M--	200	added ('OK')	text/css	date:Fri,%2001%20Nov%202019%2001:37:36%20GMT	https://schoolerpindia.com/fonts/webexflaticon/flaticon.css	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/fonts/webexflaticon/flaticon.css	(from https://schoolerpindia.com/css/style.css)
12:11:56	43987/43987	---M--	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202019%2007:20:00%20GMT	https://schoolerpindia.com/fonts/webexicon/style.css	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/fonts/webexicon/style.css	(from https://schoolerpindia.com/css/style.css)
12:11:58	72682/72682	---M--	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2023:37:54%20GMT	https://schoolerpindia.com/fonts/fontawesome/css/all.css	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/fonts/fontawesome/css/all.css	(from https://schoolerpindia.com/css/style.css)
12:11:59	140936/140936	---M--	200	added ('OK')	text/css	date:Sat,%2028%20Oct%202023%2011:05:20%20GMT	https://schoolerpindia.com/css/bootstrap.min.css	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/css/bootstrap.min.css	(from https://schoolerpindia.com/css/style.css)
12:12:06	51470/51470	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Aug%202020%2004:27:28%20GMT	https://schoolerpindia.com/images/bg/abs-bg4.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/abs-bg4.png	(from https://schoolerpindia.com/css/style.css)
12:12:07	79554/79554	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2022:53:30%20GMT	https://schoolerpindia.com/images/bg/abs-bg3.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/abs-bg3.png	(from https://schoolerpindia.com/css/style.css)
12:12:09	3985/3985	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2007%20Aug%202020%2015:44:56%20GMT	https://schoolerpindia.com/images/preloader.svg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/preloader.svg	(from https://schoolerpindia.com/css/style.css)
12:12:12	632223/632223	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Nov%202023%2005:22:22%20GMT	http://schoolerpindia.com/images/mobile-app-features-img8.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/mobile-app-features-img8.png	(from http://schoolerpindia.com/index.php)
12:12:12	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jul%202024%2006:42:22%20GMT	https://schoolerpindia.com/images/bg/bg1.html	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/bg1.html	(from https://schoolerpindia.com/css/style.css)
12:12:14	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jul%202024%2006:42:26%20GMT	https://schoolerpindia.com/images/bg/bg2.html	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/bg2.html	(from https://schoolerpindia.com/css/style.css)
12:12:14	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jul%202024%2006:42:27%20GMT	https://schoolerpindia.com/images/bg/bg3.html	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/bg3.html	(from https://schoolerpindia.com/css/style.css)
12:12:14	8422/8422	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Aug%202020%2004:30:58%20GMT	https://schoolerpindia.com/images/objects/1.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/objects/1.png	(from https://schoolerpindia.com/css/style.css)
12:12:15	5278/5278	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Aug%202020%2004:31:00%20GMT	https://schoolerpindia.com/images/objects/3.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/objects/3.png	(from https://schoolerpindia.com/css/style.css)
12:12:15	427/427	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Dec%202019%2019:36:56%20GMT	https://schoolerpindia.com/images/down-arrow.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/down-arrow.png	(from https://schoolerpindia.com/css/style.css)
12:12:16	1238/1238	---M--	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2006:00:06%20GMT	https://schoolerpindia.com/images/service/1.html	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/service/1.html	(from https://schoolerpindia.com/css/style.css)
12:12:16	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jul%202024%2006:42:29%20GMT	https://schoolerpindia.com/images/bg/1.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/1-2.jpg	(from https://schoolerpindia.com/css/style.css)
12:12:16	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jul%202024%2006:42:29%20GMT	https://schoolerpindia.com/images/bg/2.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/2.jpg	(from https://schoolerpindia.com/css/style.css)
12:12:17	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jul%202024%2006:42:30%20GMT	https://schoolerpindia.com/images/bg/3.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/3.jpg	(from https://schoolerpindia.com/css/style.css)
12:12:17	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jul%202024%2006:42:30%20GMT	https://schoolerpindia.com/images/bg/4.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/4.jpg	(from https://schoolerpindia.com/css/style.css)
12:12:18	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jul%202024%2006:42:30%20GMT	https://schoolerpindia.com/images/bg/5.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/5.jpg	(from https://schoolerpindia.com/css/style.css)
12:12:18	33450/33450	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Aug%202020%2005:43:32%20GMT	https://schoolerpindia.com/images/bg/abs-bg1.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/abs-bg1.png	(from https://schoolerpindia.com/css/style.css)
12:12:19	18451/18451	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2022:53:28%20GMT	https://schoolerpindia.com/images/bg/abs-bg2.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/abs-bg2.png	(from https://schoolerpindia.com/css/style.css)
12:12:19	11763/11763	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2022:53:40%20GMT	https://schoolerpindia.com/images/bg/contact-form-bg.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/contact-form-bg.png	(from https://schoolerpindia.com/css/style.css)
12:12:21	25100/25100	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Aug%202018%2012:41:48%20GMT	https://schoolerpindia.com/images/core_features_tab.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/core_features_tab.png	(from https://schoolerpindia.com/css/style.css)
12:12:21	109/109	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Aug%202018%2012:45:48%20GMT	https://schoolerpindia.com/images/tab-con-item-line.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/tab-con-item-line.png	(from https://schoolerpindia.com/css/style.css)
12:12:21	94/94	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Aug%202018%2012:46:06%20GMT	https://schoolerpindia.com/images/titel-line-img.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/titel-line-img.png	(from https://schoolerpindia.com/css/style.css)
12:12:22	1238/1238	---M--	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2006:00:14%20GMT	https://schoolerpindia.com/images/gear.html	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/gear.html	(from https://schoolerpindia.com/css/custom-animation.css)
12:12:22	1238/1238	---M--	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2006:00:14%20GMT	https://schoolerpindia.com/css/owl.video.play.html	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/css/owl.video.play.html	(from https://schoolerpindia.com/css/owl.carousel.min.css)
12:12:23	934525/934525	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2010:44:46%20GMT	https://schoolerpindia.com/images/bg/partners-banner.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/bg/partners-banner.png	(from https://schoolerpindia.com/css/style.css)
12:12:23	2577/2577	---M-Z	200	added ('OK')	image/png	etag:%225eb03cf0-a11%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	(from https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css)
12:12:23	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jul%202024%2006:42:36%20GMT	https://schoolerpindia.com/%22images/bg/abs-bg5.png%22	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/_images/bg/abs-bg5.png_	(from https://schoolerpindia.com/school-erp-demo.php)
12:12:25	46318/46318	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Feb%202022%2008:07:02%20GMT	https://schoolerpindia.com/images/demo/playstore.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/demo/playstore.png	(from https://schoolerpindia.com/school-erp-demo.php)
12:12:25	101414/101414	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Feb%202022%2009:38:24%20GMT	https://schoolerpindia.com/images/demo/2.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/demo/2.png	(from https://schoolerpindia.com/school-erp-demo.php)
12:12:26	164103/164103	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Feb%202022%2009:38:26%20GMT	https://schoolerpindia.com/images/demo/8.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/demo/8.png	(from https://schoolerpindia.com/school-erp-demo.php)
12:12:26	85741/85741	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Feb%202022%2008:07:16%20GMT	https://schoolerpindia.com/images/demo/appstore.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/demo/appstore.png	(from https://schoolerpindia.com/school-erp-demo.php)
12:12:54	1974885/1974885	---M--	200	added ('OK')	application/pdf	date:Thu,%2009%20Nov%202023%2007:22:36%20GMT	https://schoolerpindia.com/brochure/DRIVER%20APP.pdf	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/brochure/DRIVER%20APP.pdf	(from https://schoolerpindia.com/school-erp-demo.php)
12:13:09	930524/930524	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Nov%202021%2006:09:40%20GMT	https://schoolerpindia.com/images/student-enrollment.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/student-enrollment.png	(from https://schoolerpindia.com/admission-management.php)
12:13:17	459504/459504	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Nov%202023%2013:35:12%20GMT	https://schoolerpindia.com/images/student-attendance-1.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/student-attendance-1.png	(from https://schoolerpindia.com/student-management.php)
12:13:25	559556/559556	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Nov%202023%2013:35:12%20GMT	https://schoolerpindia.com/images/student-list.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/student-list.png	(from https://schoolerpindia.com/student-management.php)
12:13:26	75677/75677	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2007:44:46%20GMT	https://schoolerpindia.com/softimages/fees-master.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/softimages/fees-master.png	(from https://schoolerpindia.com/fees-management.php)
12:13:29	120469/120469	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2007:49:02%20GMT	https://schoolerpindia.com/softimages/fees-recipt-monthwise.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/softimages/fees-recipt-monthwise.png	(from https://schoolerpindia.com/fees-management.php)
12:13:31	120592/120592	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2007:49:42%20GMT	https://schoolerpindia.com/softimages/fees-recipt-headwise.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/softimages/fees-recipt-headwise.png	(from https://schoolerpindia.com/fees-management.php)
12:13:35	120564/120564	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2007:50:16%20GMT	https://schoolerpindia.com/softimages/fees-discount-headwise.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/softimages/fees-discount-headwise.png	(from https://schoolerpindia.com/fees-management.php)
12:13:37	135049/135049	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2007:52:06%20GMT	https://schoolerpindia.com/softimages/fees-recipt-borth-sister.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/softimages/fees-recipt-borth-sister.png	(from https://schoolerpindia.com/fees-management.php)
12:13:40	110268/110268	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2007:53:22%20GMT	https://schoolerpindia.com/softimages/fees-adjustment.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/softimages/fees-adjustment.png	(from https://schoolerpindia.com/fees-management.php)
12:13:42	100028/100028	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2007:54:56%20GMT	https://schoolerpindia.com/softimages/advance-fee-receipt.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/softimages/advance-fee-receipt.png	(from https://schoolerpindia.com/fees-management.php)
12:13:44	105140/105140	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2007:56:12%20GMT	https://schoolerpindia.com/softimages/add-other-fee.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/softimages/add-other-fee.png	(from https://schoolerpindia.com/fees-management.php)
12:13:46	118717/118717	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2007:55:42%20GMT	https://schoolerpindia.com/softimages/fee-refund.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/softimages/fee-refund.png	(from https://schoolerpindia.com/fees-management.php)
12:13:47	41297/41297	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jun%202022%2008:22:50%20GMT	https://schoolerpindia.com/images/at4.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/at4.png	(from https://schoolerpindia.com/attendance-management.php)
12:13:48	18001/18001	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jun%202022%2008:22:50%20GMT	https://schoolerpindia.com/images/at5.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/at5.png	(from https://schoolerpindia.com/attendance-management.php)
12:13:50	35336/35336	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jun%202022%2008:22:50%20GMT	https://schoolerpindia.com/images/at1.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/at1.png	(from https://schoolerpindia.com/attendance-management.php)
12:13:54	49377/49377	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jun%202022%2008:22:50%20GMT	https://schoolerpindia.com/images/at2.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/at2.png	(from https://schoolerpindia.com/attendance-management.php)
12:13:55	39617/39617	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jun%202022%2008:22:50%20GMT	https://schoolerpindia.com/images/at3.png	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/at3.png	(from https://schoolerpindia.com/attendance-management.php)
12:13:56	20858/20858	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_images1/a_2.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/a_2.jpg	(from https://schoolerpindia.com/attendance-management.php)
12:13:57	22935/22935	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/a_2.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/a_2.jpg	(from https://schoolerpindia.com/attendance-management.php)
12:13:58	25593/25593	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_images1/w_5.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/w_5.jpg	(from https://schoolerpindia.com/attendance-management.php)
12:13:58	26238/26238	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/w_5.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/w_5.jpg	(from https://schoolerpindia.com/attendance-management.php)
12:13:59	8916544/8916544	---M--	200	added ('OK')	application/pdf	date:Thu,%2009%20Nov%202023%2007:22:38%20GMT	https://schoolerpindia.com/brochure/SCHOOLERP.pdf	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/brochure/SCHOOLERP.pdf	(from https://schoolerpindia.com/school-erp-demo.php)
12:14:00	52830/52830	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jun%202022%2008:22:50%20GMT	https://schoolerpindia.com/images/a4.jpeg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/a4.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:00	60159/60159	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jun%202022%2008:22:50%20GMT	https://schoolerpindia.com/images/a3.jpeg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/a3.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:02	73190/73190	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jun%202022%2008:22:50%20GMT	https://schoolerpindia.com/images/a2.jpeg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/a2.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:03	17856/17856	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_images1/a_1.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/a_1.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:05	20393/20393	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/a_1.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/a_1.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:06	26114/26114	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_images1/a_3.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/a_3.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:06	68956/68956	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jun%202022%2008:22:48%20GMT	https://schoolerpindia.com/images/a1.jpeg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/images/a1.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:06	26279/26279	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/a_3.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/a_3.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:07	27272/27272	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_images1/a_4.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/a_4.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:08	28202/28202	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/a_4.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/a_4.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:09	30418/30418	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_images1/a_5.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/a_5.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:10	21196/21196	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_images1/w_8.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/w_8.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:10	31595/31595	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/a_5.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/a_5.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:11	21466/21466	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/w_8.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/w_8.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:11	26528/26528	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_images1/w_9.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/w_9.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:12	18000/18000	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_images1/a_8.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/a_8.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:12	25823/25823	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/w_9.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/w_9.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:13	20503/20503	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/a_8.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/a_8.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:13	24769/24769	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_images1/w_3.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/w_3.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:13	24659/24659	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/w_3.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/w_3.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:13	23190/23190	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_images1/w_4.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/w_4.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:13	23339/23339	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:48%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/w_4.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/w_4.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:15	26441/26441	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:50%20GMT	https://schoolerpindia.com/index_files/vlb_images1/w_6.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/w_6.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:16	25269/25269	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:50%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/w_6.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/w_6.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:16	36706/36706	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:50%20GMT	https://schoolerpindia.com/index_files/vlb_images1/w_7.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_images1/w_7.jpg	(from https://schoolerpindia.com/academics-management.php)
12:14:16	10141543/10141543	---M--	200	added ('OK')	application/pdf	date:Thu,%2009%20Nov%202023%2007:22:40%20GMT	https://schoolerpindia.com/brochure/STUDENT%20APP.pdf	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/brochure/STUDENT%20APP.pdf	(from https://schoolerpindia.com/school-erp-demo.php)
12:14:16	33660/33660	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2012:04:50%20GMT	https://schoolerpindia.com/index_files/vlb_thumbnails1/w_7.jpg	C:/Users/hs831/OneDrive/Desktop/rfid%20card/schoolerpindia.com/index_files/vlb_thumbnails1/w_7.jpg	(from https://schoolerpindia.com/academics-management.php)
